Date,Sample ID,Site,Stratum,Water/Sed  Temp,Salinity,pH temp,pH,Field Alkalinity,Lab Alkalinity,Alk,DIC ,Notes,,pH (DIC/Alk),pCO2 (DIC/Alk),Omega_Ar (DIC/Alk),,pH (pH/Alk),pCO2 (pH/Alk),Omega_Ar (pH/Alk),,pH (pH/DIC),pCO2 (pH/DIC),Omega_Ar (pH/DIC),,pH,pCO2,Omega Ar
3/2/22,,Eel Pond,15cm,3.6,29.90,3.5,7.670,,2219.08,,2247.24,NBS scale,,,,,,,,,,,,,,,,
6/17/22,,Eel Pond,15cm,,31.40,,,,2546.62,,2578.26,,,,,,,,,,,,,,,,,
7/15/22,124,Eel Pond,15cm,24.2,31.42,25.3,7.195,,,,2798.78,,,,,,,,,,,,,,,,,
8/15/22,829,Eel Pond,15cm,24.3,32.80,26.6,7.338,2306.40,,,2315.61,,,,,,,7.367,2373.7,0.89,,,,,,,,
10/24/22,214,Eel Pond,15cm,16,31.75,17.0,7.633,2733.13,,,2404.31,,,,,,,7.647,1383.6,1.35,,,,,,,,
11/6/22,267,Eel Pond,15cm,16.5,32.29,18.5,7.452,2272.14,,,2417.72,,,,,,,7.479,1736.6,0.80,,,,,,,,
12/5/22,317,Eel Pond,15cm,8.8,31.28,8.5,7.612,2392.10,,,2414.88,,,,,,,7.608,1278.6,0.79,,,,,,,,
1/20/23,342,Eel Pond,15cm,4.6,29.80,8.1,7.692,2196.64,,,2415.30,,,,,,,7.744,819.0,0.79,,,,,,,,
2/24/23,389,Eel Pond,15cm,5,30.20,12.8,7.666,2198.17,,,2540.98,,,,,,,7.782,747.3,0.89,,,,,,,,
3/23/23,422,Eel Pond,15cm,6.5,29.51,19.9,7.453,2242.32,,,2539.01,,,,,,,7.635,1108.9,0.69,,,,,,,,
4/19/23,440,Eel Pond,15cm,12.2,30.00,16.1,7.398,2463.49,,,2506.79,,,,,,,7.448,1998.6,0.65,,,,,,,,
5/8/23,464,Eel Pond,15cm,14.1,30.59,23.5,7.379,2768.02,,2768.02,,,,,,,,,,,,,,,,,,
6/15/22,,Provincetown,15cm,19.6,32.57,,,,,,2852.54,,,,,,,,,,,,,,,,,
7/14/22,114,Provincetown,15cm,21.9,32.95,23.2,7.087,,2311.54,,2464.33,,,,,,,7.501,1995.6,0.90,,,,,,,,
8/14/22,810,Provincetown,15cm,17.4,32.99,23.5,7.235,4518.00,,,3796.86,,,,,,,7.307,5243.4,1.16,,,,,,,,
10/25/22,223,Provincetown,15cm,15.7,32.77,16.6,7.313,4410.31,,,3990.63,,,,,,,7.324,4877.6,1.09,,,,,,,,
11/4/22,253,Provincetown,15cm,14.5,32.35,17.5,7.046,8045.52,,,7641.78,,,,,,,7.078,15815.1,1.08,,,,,,,,
12/4/22,308,Provincetown,15cm,8.6,31.91,3.8,7.479,3860.98,,,4006.29,,,,,,,7.417,3257.8,0.85,,,,,,,,
1/21/23,351,Provincetown,15cm,5.4,32.32,6.2,7.474,2123.67,,,2252.50,,,,,,,7.485,1473.9,0.47,,,,,,,,
2/21/23,370,Provincetown,15cm,4.7,30.99,6.7,7.460,2657.31,,,2784.46,,,,,,,7.486,1836.4,0.56,,,,,,,,
3/20/23,398,Provincetown,15cm,5.2,31.79,17.2,7.515,4407.41,,,4132.43,,,,,,,7.685,1897.5,1.51,,,,,,,,
4/17/23,431,Provincetown,15cm,10.8,31.40,13.6,7.073,3119.55,,,3455.88,,,,,,,7.104,5621.8,0.37,,,,,,,,
5/10/23,478,Provincetown,15cm,12.2,31.68,18.9,7.356,2804.39,,2804.39,,,,,,,,7.441,2296.2,0.75,,,,,,,,
8/11/21,,Barnstable Harbor,20cm,,31.55,20.5,7.100,,2311.49,,2555.76,,,,,,,,,,,,,,,,,
11/4/21,,Barnstable Harbor,20cm,,29.90,21.2,7.284,,1974.35,,2149.90,,,,,,,,,,,,,,,,,
12/2/21,,Barnstable Harbor,20cm,,30.40,,,,3656.72,,3993.65,,,,,,,,,,,,,,,,,
3/1/22,,Barnstable Harbor,20cm,,30.10,3.2,7.751,,2168.76,,2192.28,NBS scale,,,,,,,,,,,,,,,,
7/13/22,105,Barnstable Harbor,20cm,,32.74,24.0,6.807,,,,7368.69,,,,,,,,,,,,,,,,,
8/16/22,840,Barnstable Harbor,20cm,,32.86,24.2,6.902,2660.30,,,3069.05,,,,,,,,,,,,,,,,,
8/10/21,,Cockle Cove,20cm,,31.61,20.1,7.155,,2642.55,,2813.54,,,,,,,,,,,,,,,,,
11/5/21,,Cockle Cove,20cm,,31.30,20.7,7.422,,1959.84,,2013.78,,,,,,,,,,,,,,,,,
12/3/21,,Cockle Cove,20cm,,29.60,,,,2075.93,,2151.68,,,,,,,,,,,,,,,,,
6/14/22,,Cockle Cove,20cm,,32.19,,,,,,2435.14,,,,,,,,,,,,,,,,,
7/15/22,131,Cockle Cove,20cm,,32.59,22.7,7.097,,2178.77,,2381.09,,,,,,,,,,,,,,,,,
8/13/22,805,Cockle Cove,20cm,,32.78,20.0,7.313,1966.00,,,2033.46,,,,,,,,,,,,,,,,,
10/10/21,,East Dennis,20cm,,30.80,22.3,7.026,,2318.61,,2497.98,,,,,,,,,,,,,,,,,
11/2/21,,East Dennis,20cm,,30.70,20.4,7.115,,2911.52,,3267.24,,,,,,,,,,,,,,,,,
7/18/22,141,East Dennis,20cm,,31.91,27.7,6.990,,,,4129.38,,,,,,,,,,,,,,,,,
8/14/22,822,East Dennis,20cm,,30.08,20.8,7.133,5656.80,,,5409.94,,,,,,,,,,,,,,,,,
7/26/21,,Eel Pond,20cm,,31.50,19.9,7.460,,2432.57,,2424.24,,,,,,,,,,,,,,,,,
8/13/21,,Eel Pond,20cm,,31.29,20.6,6.600,,2973.70,,3402.90,,,,,,,,,,,,,,,,,
10/6/21,,Eel Pond,20cm,,29.40,21.1,7.233,,1979.11,,2014.77,,,,,,,,,,,,,,,,,
12/1/21,,Eel Pond,20cm,,30.10,,,,2255.69,,2316.66,,,,,,,,,,,,,,,,,
3/2/22,,Eel Pond,20cm,,29.90,3.5,7.844,,2065.09,,2049.81,NBS scale,,,,,,,,,,,,,,,,
6/17/22,,Eel Pond,20cm,,31.40,,,,2427.86,,2444.64,,,,,,,,,,,,,,,,,
7/15/22,125,Eel Pond,20cm,,31.42,25.4,7.269,,2254.64,,2407.11,,,,,,,,,,,,,,,,,
8/15/22,830,Eel Pond,20cm,,32.80,27.5,7.330,2391.70,,,2545.46,,,,,,,,,,,,,,,,,
6/15/22,,Provincetown,20cm,,32.57,,,,,,2997.01,,,,,,,,,,,,,,,,,
7/14/22,115,Provincetown,20cm,,32.95,23.6,7.104,,2316.38,,2456.67,,,,,,,,,,,,,,,,,
8/14/22,811,Provincetown,20cm,,32.99,23.6,7.165,4504.70,,,4343.43,,,,,,,,,,,,,,,,,
